stem,root,hom,class,mode,voice,pos,modification
hrAdita,hrAd,,,past,pass,,
hrAdita,hrAd,,,past,pass,,caus
hrAdyamAna,hrAd,,,pres,pass,,
hrAdyamAna,hrAd,,,pres,pass,,caus
hrAdya,hrAd,,,fut,pass,,
hrAdya,hrAd,,,fut,pass,,caus
hrAdayitum,hrAd,,,,,infinitive,caus
hrAditum,hrAd,,,,,infinitive,
hrAdya,hrAd,,,,,gerund,
hrAdayitvA,hrAd,,,,,gerund,caus
hrAditvA,hrAd,,,,,gerund,
jahrasAna,hras,,,perf,atma,,
jahrasvas,hras,,,perf,para,,
hraHsyat,hras,,,fut,para,,
hraHsyamAna,hras,,,fut,atma,,
hrasat,hras,,1,pres,para,,
hrasanIya,hras,,,fut,pass,,
hrasamAna,hras,,1,pres,atma,,
hrasitavat,hras,,,past,active,,
hrasita,hras,,,past,pass,,
hrastavya,hras,,,fut,pass,,
hrasyamAna,hras,,,pres,pass,,
hrasya,hras,,,fut,pass,,
hrAsanIya,hras,,,fut,pass,,caus
hrAsayat,hras,,,pres,para,,caus
hrAsayamAna,hras,,,pres,atma,,caus
hrAsayitavya,hras,,,fut,pass,,caus
hrAsayizyat,hras,,,fut,para,,caus
hrAsayizyamAna,hras,,,fut,atma,,
hrAsayizyamAna,hras,,,fut,atma,,caus
hrAsitavat,hras,,,past,active,,caus
hrAsita,hras,,,past,pass,,caus
hrAsyamAna,hras,,,pres,pass,,caus
hrAsya,hras,,,fut,pass,,caus
hrasitum,hras,,,,,infinitive,
hrasya,hras,,,,,gerund,
hrAsayitum,hras,,,,,infinitive,caus
hrAsya,hras,,,,,gerund,caus
hrasitvA,hras,,,,,gerund,
hrAsayitvA,hras,,,,,gerund,caus
jihrIvas,hrI,1,,perf,para,,
jihryat,hrI,1,3,pres,para,,
jihryARa,hrI,1,3,pres,atma,,
jihryARa,hrI,1,,perf,atma,,
hrIRavat,hrI,1,,past,active,,
hrIRa,hrI,1,,past,pass,,
hrItavat,hrI,1,,past,active,,
hrIta,hrI,1,,past,pass,,
hrepaRIya,hrI,1,,fut,pass,,caus
hrepayat,hrI,1,,pres,para,,caus
hrepayamAna,hrI,1,,pres,atma,,caus
hrepayizyat,hrI,1,,fut,para,,caus
hrepayizyamAna,hrI,1,,fut,atma,,
hrepayizyamAna,hrI,1,,fut,atma,,caus
hrepitavat,hrI,1,,past,active,,caus
hrepita,hrI,1,,past,pass,,caus
hrepyamAna,hrI,1,,pres,pass,,caus
hrepya,hrI,1,,fut,pass,,caus
hrezyat,hrI,1,,fut,para,,
hrezyamAna,hrI,1,,fut,atma,,
hrIya,hrI#1,,,,,gerund,
hretum,hrI#1,,,,,infinitive,
hrepayitum,hrI#1,,,,,infinitive,caus
hrepya,hrI#1,,,,,gerund,caus
hrItvA,hrI#1,,,,,gerund,
hrepayitvA,hrI#1,,,,,gerund,caus
jujuhUzvas,hu,1,,perf,para,,desid
juhuvas,hu,1,,perf,para,,
juhUzaRIya,hu,1,,fut,pass,,desid
juhUzat,hu,1,,pres,para,,desid
juhUzitavat,hu,1,,past,active,,desid
juhUzita,hu,1,,past,pass,,desid
juhvat,hu,1,3,pres,para,,
juhvAna,hu,1,3,pres,atma,,
juhvAna,hu,1,,perf,atma,,
johavat,hu,1,,pres,para,,intens
havanIya,hu,1,,fut,pass,,
hutavat,hu,1,,past,active,,
huta,hu,1,,past,pass,,
hUyamAna,hu,1,,pres,pass,,
hotavya,hu,1,,fut,pass,,
hoya,hu,1,,fut,pass,,
hozyat,hu,1,,fut,para,,
hozyamAna,hu,1,,fut,atma,,
juhUzitum,hu,,,,,infinitive,desid
juhUzya,hu,,,,,gerund,desid
hutya,hu,,,,,gerund,
hUya,hU,,,,,gerund,
hotum,hu,,,,,infinitive,
hvayitum,hU,,,,,infinitive,
hvAtum,hU,,,,,infinitive,
hvAyayitum,hU,,,,,infinitive,caus
hvAyya,hU,,,,,gerund,caus
juhUzitvA,hu,,,,,gerund,desid
hutvA,hu,,,,,gerund,
hUtvA,hU,,,,,gerund,
hvAyayitvA,hU,,,,,gerund,caus
huRqitum,huRq,,,,,infinitive,
huRqya,huRq,,,,,gerund,
huRqitvA,huRq,,,,,gerund,
jahvalAna,hval,,,perf,atma,,
jahvalvas,hval,,,perf,para,,
hvalat,hval,,1,pres,para,,
hvalanIya,hval,,,fut,pass,,
hvalamAna,hval,,1,pres,atma,,
hvalitavat,hval,,,past,active,,
hvalitavya,hval,,,fut,pass,,
hvalita,hval,,,past,pass,,
hvalizyat,hval,,,fut,para,,
hvalizyamAna,hval,,,fut,atma,,
hvalyamAna,hval,,,pres,pass,,
hvalya,hval,,,fut,pass,,
hvalitum,hval,,,,,infinitive,
hvalya,hval,,,,,gerund,
hvalitvA,hval,,,,,gerund,
ayat,i,5,1,pres,para,,
ayanIya,i,5,,fut,pass,,
ayamAna,i,5,1,pres,atma,,
itavat,i,5,,past,active,,
ita,i,5,,past,pass,,
itya,i,5,,fut,pass,,
IyamAna,i,5,4,pres,atma,,
IyamAna,i,5,,pres,pass,,
IyAna,i,5,,perf,atma,,
Iyivas,i,5,,perf,para,,
etavya,i,5,,fut,pass,,
eya,i,5,,fut,pass,,
ezyat,i,5,,fut,para,,
ezyamAna,i,5,,fut,atma,,
yat,i,5,2,pres,para,,
yAna,i,5,2,pres,atma,,
itya,i,,,,,gerund,
etum,i,,,,,infinitive,
itvA,i,,,,,gerund,
Ihat,Ih,,1,pres,para,,
IhamAna,Ih,,1,pres,atma,,
IhAna,Ih,,,perf,atma,,
Ihitavat,Ih,,,past,active,,
Ihita,Ih,,,past,pass,,
Ihivas,Ih,,,perf,para,,
IhyamAna,Ih,,,pres,pass,,
Ihya,Ih,,,fut,pass,,
ekzyat,Ih,,,fut,para,,
ekzyamAna,Ih,,,fut,atma,,
eQavya,Ih,,,fut,pass,,
ehanIya,Ih,,,fut,pass,,
Ihitum,Ih,,,,,infinitive,
Ihya,Ih,,,,,gerund,
IhitvA,Ih,,,,,gerund,
Ikzat,Ikz,,1,pres,para,,
IkzamAna,Ikz,,1,pres,atma,,
IkzARa,Ikz,,,perf,atma,,
Ikzitavat,Ikz,,,past,active,,
Ikzitavya,Ikz,,,fut,pass,,
Ikzita,Ikz,,,past,pass,,
Ikzivas,Ikz,,,perf,para,,
Ikzizyat,Ikz,,,fut,para,,
IkzizyamAna,Ikz,,,fut,atma,,
IkzyamAna,Ikz,,,pres,pass,,
Ikzya,Ikz,,,fut,pass,,
ekzaRIya,Ikz,,,fut,pass,,
Ikzitum,Ikz,,,,,infinitive,
Ikzya,Ikz,,,,,gerund,
IkzitvA,Ikz,,,,,gerund,
ilat,il,,6,pres,para,,
ilanIya,il,,,fut,pass,,caus
ilamAna,il,,6,pres,atma,,
ilayat,il,,,pres,para,,caus
ilayamAna,il,,,pres,atma,,caus
ilayitavya,il,,,fut,pass,,caus
ilayizyat,il,,,fut,para,,caus
ilayizyamAna,il,,,fut,atma,,
ilayizyamAna,il,,,fut,atma,,caus
ilitavat,il,,,past,active,,caus
ilita,il,,,past,pass,,caus
iltavat,il,,,past,active,,
ilta,il,,,past,pass,,
ilyamAna,il,,,pres,pass,,
ilyamAna,il,,,pres,pass,,caus
ilya,il,,,fut,pass,,caus
IylAna,il,,,perf,atma,,
Iylivas,il,,,perf,para,,
elanIya,il,,,fut,pass,,
elanIya,il,,,fut,pass,,caus
elayat,il,,,pres,para,,caus
elayamAna,il,,,pres,atma,,caus
elayitavya,il,,,fut,pass,,caus
elayizyat,il,,,fut,para,,caus
elayizyamAna,il,,,fut,atma,,
elayizyamAna,il,,,fut,atma,,caus
elitavat,il,,,past,active,,caus
elitavya,il,,,fut,pass,,
elita,il,,,past,pass,,caus
elizyat,il,,,fut,para,,
elizyamAna,il,,,fut,atma,,
elyamAna,il,,,pres,pass,,caus
elya,il,,,fut,pass,,
elya,il,,,fut,pass,,caus
ilayitum,il,,,,,infinitive,caus
ilya,il,,,,,gerund,
elayitum,il,,,,,infinitive,caus
elitum,il,,,,,infinitive,
elya,il,,,,,gerund,caus
ilayitvA,il,,,,,gerund,caus
iltvA,il,,,,,gerund,
elayitvA,il,,,,,gerund,caus
inya,in,,,,,gerund,
enitum,in,,,,,infinitive,
intvA,in,,,,,gerund,
idDavat,inD,,,past,active,,
idDa,inD,,,past,pass,,
iDyamAna,inD,,,pres,pass,,
indat,ind,,1,pres,para,,
indamAna,ind,,1,pres,atma,,
inditavat,ind,,,past,active,,
indita,ind,,,past,pass,,
indyamAna,ind,,,pres,pass,,
inDAna,inD,,7,pres,atma,,
inDitavya,inD,,,fut,pass,,
inDizyamAna,inD,,,fut,atma,,
IDAna,inD,,,perf,atma,,
IyndAna,ind,,,perf,atma,,
Iyndivas,ind,,,perf,para,,
enttavya,ind,,,fut,pass,,
entsyat,ind,,,fut,para,,
entsyamAna,ind,,,fut,atma,,
endanIya,ind,,,fut,pass,,
endya,ind,,,fut,pass,,
enDanIya,inD,,,fut,pass,,
enDya,inD,,,fut,pass,,
iDya,inD,,,,,gerund,
inditum,ind,,,,,infinitive,
indya,ind,,,,,gerund,
inDitum,inD,,,,,infinitive,
idDvA,inD,,,,,gerund,
inditvA,ind,,,,,gerund,
iNgat,iNg,,1,pres,para,,
iNganIya,iNg,,,fut,pass,,caus
iNgamAna,iNg,,1,pres,atma,,
iNgayat,iNg,,,pres,para,,caus
iNgayamAna,iNg,,,pres,atma,,caus
iNgayitavya,iNg,,,fut,pass,,caus
iNgayizyat,iNg,,,fut,para,,caus
iNgayizyamAna,iNg,,,fut,atma,,
iNgayizyamAna,iNg,,,fut,atma,,caus
iNgitavat,iNg,,,past,active,,
iNgitavat,iNg,,,past,active,,caus
iNgita,iNg,,,past,pass,,
iNgita,iNg,,,past,pass,,caus
iNgyamAna,iNg,,,pres,pass,,
iNgyamAna,iNg,,,pres,pass,,caus
iNgya,iNg,,,fut,pass,,caus
IyNgAna,iNg,,,perf,atma,,
IyNgivas,iNg,,,perf,para,,
eNkzyat,iNg,,,fut,para,,
eNkzyamAna,iNg,,,fut,atma,,
eNganIya,iNg,,,fut,pass,,
eNgtavya,iNg,,,fut,pass,,
eNgya,iNg,,,fut,pass,,
iNgayitum,iNg,,,,,infinitive,caus
iNgya,iNg,,,,,gerund,
iNgayitvA,iNg,,,,,gerund,caus
iNgitvA,iNg,,,,,gerund,
INKat,INK,,1,pres,para,,
INKanIya,INK,,,fut,pass,,caus
INKamAna,INK,,1,pres,atma,,
INKayat,INK,,,pres,para,,caus
INKayamAna,INK,,,pres,atma,,caus
INKayitavya,INK,,,fut,pass,,caus
INKayizyat,INK,,,fut,para,,caus
INKayizyamAna,INK,,,fut,atma,,
INKayizyamAna,INK,,,fut,atma,,caus
INKAna,INK,,,perf,atma,,
INKitavat,INK,,,past,active,,
INKitavat,INK,,,past,active,,caus
INKita,INK,,,past,pass,,
INKita,INK,,,past,pass,,caus
INKivas,INK,,,perf,para,,
INKyamAna,INK,,,pres,pass,,
INKyamAna,INK,,,pres,pass,,caus
INKya,INK,,,fut,pass,,
INKya,INK,,,fut,pass,,caus
eNKanIya,INK,,,fut,pass,,
eNKtavya,INK,,,fut,pass,,
eNKsyat,INK,,,fut,para,,
eNKsyamAna,INK,,,fut,atma,,
INKayitum,INK,,,,,infinitive,caus
INKitum,INK,,,,,infinitive,
INKya,INK,,,,,gerund,
INKayitvA,INK,,,,,gerund,caus
INKitvA,INK,,,,,gerund,
invitum,inv,,,,,infinitive,
invya,inv,,,,,gerund,
invitvA,inv,,,,,gerund,
IqAna,Iq,1,2,pres,atma,,
IqAna,Iq,1,,perf,atma,,
Iqitavat,Iq,1,,past,active,,
Iqitavya,Iq,1,,fut,pass,,
Iqita,Iq,1,,past,pass,,
IqizyamAna,Iq,1,,fut,atma,,
IqyamAna,Iq,1,,pres,pass,,
Iqya,Iq,1,,fut,pass,,
eqanIya,Iq,1,,fut,pass,,
Iqitum,Iq,,,,,infinitive,
Iqya,Iq,,,,,gerund,
IqitvA,Iq,,,,,gerund,
IraRIya,Ir,,,fut,pass,,caus
Irayat,Ir,,,pres,para,,caus
IrayamAna,Ir,,,pres,atma,,caus
Irayitavya,Ir,,,fut,pass,,caus
Irayizyat,Ir,,,fut,para,,caus
IrayizyamAna,Ir,,,fut,atma,,
IrayizyamAna,Ir,,,fut,atma,,caus
IrARa,Ir,,2,pres,atma,,
IrARa,Ir,,,perf,atma,,
Iritavat,Ir,,,past,active,,
Iritavat,Ir,,,past,active,,caus
Iritavya,Ir,,,fut,pass,,
Irita,Ir,,,past,pass,,
Irita,Ir,,,past,pass,,caus
IryamAna,Ir,,,pres,pass,,
IryamAna,Ir,,,pres,pass,,caus
Irya,Ir,,,fut,pass,,
Irya,Ir,,,fut,pass,,caus
eraRIya,Ir,,,fut,pass,,
erizyamAna,Ir,,,fut,atma,,
Irayitum,Ir,,,,,infinitive,caus
Iritum,Ir,,,,,infinitive,
Irya,Ir,,,,,gerund,
IrayitvA,Ir,,,,,gerund,caus
IritvA,Ir,,,,,gerund,
iraya,iras,,,,,gerund,
irasyitum,iras,,,,,infinitive,
irasyitvA,iras,,,,,gerund,
Irzitum,Irz,,,,,infinitive,
Irzya,Irz,,,,,gerund,
IrzitvA,Irz,,,,,gerund,
ISAna,IS,1,2,pres,atma,,
ISAna,IS,1,,perf,atma,,
ISitavat,IS,1,,past,active,,
ISita,IS,1,,past,pass,,
ISizyat,IS,1,,fut,para,,
ISizyamAna,IS,1,,fut,atma,,
ISitum,IS#1,,,,,infinitive,
ISya,IS#1,,,,,gerund,
ISitvA,IS#1,,,,,gerund,
icCat,iz,3,6,pres,para,,
icCamAna,iz,3,6,pres,atma,,
izaRIya,iz,3,,fut,pass,,caus
izayat,iz,3,,pres,para,,caus
izayamAna,iz,3,,pres,atma,,caus
izayitavya,iz,3,,fut,pass,,caus
izayizyat,iz,3,,fut,para,,caus
izayizyamAna,iz,3,,fut,atma,,
izayizyamAna,iz,3,,fut,atma,,caus
izitavat,iz,3,,past,active,,caus
izitavat,iz,1,,past,active,,
izita,iz,3,,past,pass,,caus
izita,iz,1,,past,pass,,
izwavat,iz,3,,past,active,,
izwa,iz,3,,past,pass,,
izRat,iz,1,9,pres,para,,
izRAna,iz,1,9,pres,atma,,
izyat,iz,1,4,pres,para,,
izyamAna,iz,3,,pres,pass,,
izyamAna,iz,3,,pres,pass,,caus
izyamAna,iz,1,4,pres,atma,,
izyamAna,iz,1,,pres,pass,,
izya,iz,3,,fut,pass,,caus
Izat,Iz,1,1,pres,para,,
IzamAna,Iz,1,1,pres,atma,,
IzARa,Iz,1,,perf,atma,,
IzARa,iz,3,,perf,atma,,
IzARa,iz,1,,perf,atma,,
Izitavat,Iz,1,,past,active,,
Izita,Iz,1,,past,pass,,
Izivas,Iz,1,,perf,para,,
Izivas,iz,3,,perf,para,,
Izivas,iz,1,,perf,para,,
IzyamAna,Iz,1,,pres,pass,,
Izya,Iz,1,,fut,pass,,
ekzyat,Iz,1,,fut,para,,
ekzyamAna,Iz,1,,fut,atma,,
ezaRIya,iz,3,,fut,pass,,
ezaRIya,iz,1,,fut,pass,,
ezaRIya,Iz,1,,fut,pass,,
ezitavya,iz,3,,fut,pass,,
ezitavya,iz,1,,fut,pass,,
ezizyat,iz,3,,fut,para,,
ezizyat,iz,1,,fut,para,,
ezizyamAna,iz,3,,fut,atma,,
ezizyamAna,iz,1,,fut,atma,,
ezwavya,Iz,1,,fut,pass,,
ezya,iz,3,,fut,pass,,
ezya,iz,1,,fut,pass,,
Izitum,Iz,,,,,infinitive,
Izya,Iz,,,,,gerund,
IzitvA,Iz,,,,,gerund,
izayitum,iz#1,,,,,infinitive,caus
izya,iz#1,,,,,gerund,
ezitum,iz#1,,,,,infinitive,
ezwum,iz#1,,,,,infinitive,
izayitvA,iz#1,,,,,gerund,caus
izwvA,iz#1,,,,,gerund,
ezitvA,iz#1,,,,,gerund,
izayitum,iz#2,,,,,infinitive,caus
izya,iz#2,,,,,gerund,
ezitum,iz#2,,,,,infinitive,
izayitvA,iz#2,,,,,gerund,caus
ezitvA,iz#2,,,,,gerund,
izuDya,izuDi,,,,,gerund,
izuDyitum,izuDi,,,,,infinitive,
izuDyitvA,izuDi,,,,,gerund,
japsyat,jaB,2,,fut,para,,
japsyat,jaB,2,,fut,para,,
japsyamAna,jaB,2,,fut,atma,,
japsyamAna,jaB,2,,fut,atma,,
jabDavat,jaB,2,,past,active,,
jabDavat,jaB,2,,past,active,,
jabDavya,jaB,2,,fut,pass,,
jabDavya,jaB,2,,fut,pass,,
jabDa,jaB,2,,past,pass,,
jabDa,jaB,2,,past,pass,,
jaBat,jaB,2,1,pres,para,,
jaBat,jaB,2,1,pres,para,,
jaBanIya,jaB,2,,fut,pass,,
jaBanIya,jaB,2,,fut,pass,,
jaBamAna,jaB,2,1,pres,atma,,
jaBamAna,jaB,2,1,pres,atma,,
jaByamAna,jaB,2,,pres,pass,,
jaByamAna,jaB,2,,pres,pass,,
jaBya,jaB,2,,fut,pass,,
jaBya,jaB,2,,fut,pass,,
jeBAna,jaB,2,,perf,atma,,
jeBAna,jaB,2,,perf,atma,,
jeBivas,jaB,2,,perf,para,,
jeBivas,jaB,2,,perf,para,,
jaBitum,jaB#1,,,,,infinitive,
jaBya,jaB#1,,,,,gerund,
jabDvA,jaB#1,,,,,gerund,
jaBitum,jaB#2,,,,,infinitive,
jaBya,jaB#2,,,,,gerund,
jabDvA,jaB#2,,,,,gerund,
jajAgfvas,jAgf,,,perf,para,,
jajAgrARa,jAgf,,,perf,atma,,
jAgaraRIya,jAgf,,,fut,pass,,
jAgaraRIya,jAgf,,,fut,pass,,caus
jAgarayat,jAgf,,,pres,para,,caus
jAgarayamAna,jAgf,,,pres,atma,,caus
jAgarayitavya,jAgf,,,fut,pass,,caus
jAgarayizyat,jAgf,,,fut,para,,caus
jAgarayizyamAna,jAgf,,,fut,atma,,
jAgarayizyamAna,jAgf,,,fut,atma,,caus
jAgaritavat,jAgf,,,past,active,,
jAgaritavat,jAgf,,,past,active,,caus
jAgarita,jAgf,,,past,pass,,
jAgarita,jAgf,,,past,pass,,caus
jAgarizyat,jAgf,,,fut,para,,
jAgarizyamAna,jAgf,,,fut,atma,,
jAgartavya,jAgf,,,fut,pass,,
jAgaryamAna,jAgf,,,pres,pass,,
jAgaryamAna,jAgf,,,pres,pass,,caus
jAgarya,jAgf,,,fut,pass,,caus
jAgArya,jAgf,,,fut,pass,,
jAgrat,jAgf,,2,pres,para,,
jAgrARa,jAgf,,2,pres,atma,,
jAgarayitum,jAgf,,,,,infinitive,caus
jAgartum,jAgf,,,,,infinitive,
jAgartya,jAgf,,,,,gerund,
jAgarya,jAgf,,,,,gerund,caus
jAgarayitvA,jAgf,,,,,gerund,caus
jAgaritvA,jAgf,,,,,gerund,
jakzaRIya,jakz,2,,fut,pass,,
jakzat,jakz,2,2,pres,para,,
jakzat,jakz,2,1,pres,para,,
jakzamAna,jakz,2,1,pres,atma,,
jakzARa,jakz,2,2,pres,atma,,
jakzitavya,jakz,2,,fut,pass,,
jakzizyat,jakz,2,,fut,para,,
jakzizyamAna,jakz,2,,fut,atma,,
jakzyamAna,jakz,2,,pres,pass,,
jakzya,jakz,2,,fut,pass,,
jagDavat,jakz,2,,past,active,,
jagDa,jakz,2,,past,pass,,
jezkARa,jakz,2,,perf,atma,,
jezkivas,jakz,2,,perf,para,,
jagDum,jakz,,,,,infinitive,
jaGya,jakz,,,,,gerund,
jagDvA,jakz,,,,,gerund,
jalAyitum,jala,,,,,infinitive,
jalya,jala,,,,,gerund,
jalAyitvA,jala,,,,,gerund,
jalpat,jalp,,1,pres,para,,
jalpanIya,jalp,,,fut,pass,,
jalpamAna,jalp,,1,pres,atma,,
jalpitavat,jalp,,,past,active,,
jalpitavya,jalp,,,fut,pass,,
jalpita,jalp,,,past,pass,,
jalpizyat,jalp,,,fut,para,,
jalpizyamAna,jalp,,,fut,atma,,
jalpyamAna,jalp,,,pres,pass,,
jalpya,jalp,,,fut,pass,,
jeplAna,jalp,,,perf,atma,,
jeplivas,jalp,,,perf,para,,
jalpitum,jalp,,,,,infinitive,
jalpya,jalp,,,,,gerund,
jalpitvA,jalp,,,,,gerund,
jaMsyat,jam,2,,fut,para,,
jaMsyamAna,jam,2,,fut,atma,,
jantavat,jam,2,,past,active,,
jantavya,jam,2,,fut,pass,,
janta,jam,2,,past,pass,,
jamat,jam,2,1,pres,para,,
jamanIya,jam,2,,fut,pass,,
jamamAna,jam,2,1,pres,atma,,
jamyamAna,jam,2,,pres,pass,,
jamya,jam,2,,fut,pass,,
jemAna,jam,2,,perf,atma,,
jemivas,jam,2,,perf,para,,
jamitum,jam,,,,,infinitive,
jamya,jam,,,,,gerund,
jantvA,jam,,,,,gerund,
jamitvA,jam,,,,,gerund,
jajYAna,jan,,,perf,atma,,
jajYivas,jan,,,perf,para,,
janat,jan,,1,pres,para,,
jananIya,jan,,,fut,pass,,
jananIya,jan,,,fut,pass,,caus
janamAna,jan,,1,pres,atma,,
janayat,jan,,,pres,para,,caus
janayamAna,jan,,,pres,atma,,caus
janayitavya,jan,,,fut,pass,,caus
janayizyat,jan,,,fut,para,,caus
janayizyamAna,jan,,,fut,atma,,
janayizyamAna,jan,,,fut,atma,,caus
janitavat,jan,,,past,active,,caus
janitavya,jan,,,fut,pass,,
janita,jan,,,past,pass,,caus
janizyat,jan,,,fut,para,,
janizyamAna,jan,,,fut,atma,,
janyamAna,jan,,,pres,pass,,
janyamAna,jan,,,pres,pass,,caus
janya,jan,,,fut,pass,,
janya,jan,,,fut,pass,,caus
jAtavat,jan,,,past,active,,
jAtavya,jan,,,fut,pass,,
jAta,jan,,,past,pass,,
jAyat,jan,,4,pres,para,,
jAyamAna,jan,,4,pres,atma,,
jAsyat,jan,,,fut,para,,
jAsyamAna,jan,,,fut,atma,,
janayitum,jan,,,,,infinitive,caus
janayya,jan,,,,,gerund,caus
janitum,jan,,,,,infinitive,
jAtum,jan,,,,,infinitive,
jAya,jan,,,,,gerund,
janayitvA,jan,,,,,gerund,caus
jAtvA,jan,,,,,gerund,
japat,jap,,1,pres,para,,
japanIya,jap,,,fut,pass,,
japamAna,jap,,1,pres,atma,,
japitavya,jap,,,fut,pass,,
japizyat,jap,,,fut,para,,
japizyamAna,jap,,,fut,atma,,
japtavat,jap,,,past,active,,
japta,jap,,,past,pass,,
japyamAna,jap,,,pres,pass,,
japya,jap,,,fut,pass,,
jepAna,jap,,,perf,atma,,
jepivas,jap,,,perf,para,,
japitum,jap,,,,,infinitive,
japya,jap,,,,,gerund,
japtvA,jap,,,,,gerund,
jaHsyat,jas,,,fut,para,,
jaHsyamAna,jas,,,fut,atma,,
jasanIya,jas,,,fut,pass,,
jastavat,jas,,,past,active,,
jastavya,jas,,,fut,pass,,
jasta,jas,,,past,pass,,
jasyat,jas,,4,pres,para,,
jasyamAna,jas,,4,pres,atma,,
jasyamAna,jas,,,pres,pass,,
jasya,jas,,,fut,pass,,
jAsanIya,jas,,,fut,pass,,caus
jAsayat,jas,,,pres,para,,caus
jAsayamAna,jas,,,pres,atma,,caus
jAsayitavya,jas,,,fut,pass,,caus
jAsayizyat,jas,,,fut,para,,caus
jAsayizyamAna,jas,,,fut,atma,,
jAsayizyamAna,jas,,,fut,atma,,caus
jAsitavat,jas,,,past,active,,caus
jAsita,jas,,,past,pass,,caus
jAsyamAna,jas,,,pres,pass,,caus
jAsya,jas,,,fut,pass,,caus
jesAna,jas,,,perf,atma,,
jesivas,jas,,,perf,para,,
jasitum,jas,,,,,infinitive,
jasya,jas,,,,,gerund,
jAsayitum,jas,,,,,infinitive,caus
jAsya,jas,,,,,gerund,caus
jasitvA,jas,,,,,gerund,
jastvA,jas,,,,,gerund,
jAsayitvA,jas,,,,,gerund,caus
jajarARa,jF,1,,perf,atma,,
jajarvas,jF,1,,perf,para,,
jaraRIya,jF,1,,fut,pass,,
jaraRIya,jF,1,,fut,pass,,caus
jarat,jF,1,1,pres,para,,
jaramAna,jF,1,1,pres,atma,,
jarayat,jF,1,,pres,para,,caus
jarayamAna,jF,1,,pres,atma,,caus
jarayitavya,jF,1,,fut,pass,,caus
jarayizyat,jF,1,,fut,para,,caus
jarayizyamAna,jF,1,,fut,atma,,
jarayizyamAna,jF,1,,fut,atma,,caus
jaritavat,jF,1,,past,active,,caus
jaritavya,jF,1,,fut,pass,,
jarita,jF,1,,past,pass,,caus
jarizyat,jF,1,,fut,para,,
jarizyamAna,jF,1,,fut,atma,,
jarItavya,jF,1,,fut,pass,,
jarIzyat,jF,1,,fut,para,,
jarIzyamAna,jF,1,,fut,atma,,
jaryamAna,jF,1,,pres,pass,,caus
jarya,jF,1,,fut,pass,,caus
jArya,jF,1,,fut,pass,,
jIrRavat,jF,1,,past,active,,
jIrRa,jF,1,,past,pass,,
jIryat,jF,1,4,pres,para,,
jIryamAna,jF,1,4,pres,atma,,
jIryamAna,jF,1,,pres,pass,,
jarayitum,jF,,,,,infinitive,caus
jaritum,jF,,,,,infinitive,
jarItum,jF,,,,,infinitive,
jarya,jF,,,,,gerund,caus
jIrya,jF,,,,,gerund,
jarayitvA,jF,,,,,gerund,caus
jIrtvA,jF,,,,,gerund,
jajfmBARa,jfmB,,,perf,atma,,
jajfmBvas,jfmB,,,perf,para,,
jarmpsyat,jfmB,,,fut,para,,
jarmpsyamAna,jfmB,,,fut,atma,,
jarmbDavya,jfmB,,,fut,pass,,
jarmBaRIya,jfmB,,,fut,pass,,
jfmBat,jfmB,,1,pres,para,,
jfmBamAna,jfmB,,1,pres,atma,,
jfmBitavat,jfmB,,,past,active,,
jfmBita,jfmB,,,past,pass,,
jfmByamAna,jfmB,,,pres,pass,,
jfmBya,jfmB,,,fut,pass,,
jfmBitum,jfmB,,,,,infinitive,
jfmBya,jfmB,,,,,gerund,
jfmBitvA,jfmB,,,,,gerund,
jayat,ji,1,1,pres,para,,
jayanIya,ji,1,,fut,pass,,
jayamAna,ji,1,1,pres,atma,,
jayitavya,ji,1,,fut,pass,,
jayizyat,ji,1,,fut,para,,
jayizyamAna,ji,1,,fut,atma,,
jayya,ji,1,,fut,pass,,
jApanIya,ji,1,,fut,pass,,caus
jApayat,ji,1,,pres,para,,caus
jApayamAna,ji,1,,pres,atma,,caus
jApayitavya,ji,1,,fut,pass,,caus
jApayizyat,ji,1,,fut,para,,caus
jApayizyamAna,ji,1,,fut,atma,,
jApayizyamAna,ji,1,,fut,atma,,caus
jApitavat,ji,1,,past,active,,caus
jApita,ji,1,,past,pass,,caus
jApyamAna,ji,1,,pres,pass,,caus
jApya,ji,1,,fut,pass,,caus
jigivas,ji,1,,perf,para,,
jigIzaRIya,ji,1,,fut,pass,,desid
jigIzat,ji,1,,pres,para,,desid
jigIzamAna,ji,1,,pres,atma,,desid
jigIzitavat,ji,1,,past,active,,desid
jigIzita,ji,1,,past,pass,,desid
jigyAna,ji,1,,perf,atma,,
jijigIzARa,ji,1,,perf,atma,,desid
jijigIzvas,ji,1,,perf,para,,desid
jitavat,ji,1,,past,active,,
jita,ji,1,,past,pass,,
jitya,ji,1,,fut,pass,,
jIyamAna,ji,1,,pres,pass,,
jetavya,ji,1,,fut,pass,,
jeya,ji,1,,fut,pass,,
jezyat,ji,1,,fut,para,,
jezyamAna,ji,1,,fut,atma,,
jayitum,ji,,,,,infinitive,
jApayitum,ji,,,,,infinitive,caus
jApya,ji,,,,,gerund,caus
jigIzitum,ji,,,,,infinitive,desid
jigIzya,ji,,,,,gerund,desid
jitya,ji,,,,,gerund,
jetum,ji,,,,,infinitive,
jApayitvA,ji,,,,,gerund,caus
jigIzitvA,ji,,,,,gerund,desid
jitvA,ji,,,,,gerund,
jijinvAna,jinv,,,perf,atma,,
