verb,infinitve of purpose,past participle,active past participle,past passive participle,potential passive participle,root,stems,mode,voice,pos,modification
,,,,,,Dvf,DvArya,fut,pass,,caus
,,,,,,Dvf,DUrtya,,,gerund,
,,,,,,Dvf,Dvartum,,,infinitive,
,,,,,,Dvf,DvArayitum,,,infinitive,caus
,,,,,,Dvf,DvArya,,,gerund,caus
,,,,,,Dvf,DUrtvA,,,gerund,
,,,,,,Dvf,DvArayitvA,,,gerund,caus
,,,,,,dviz,didvizARa,perf,atma,,
,,,,,,dviz,didvizvas,perf,para,,
,,,,,,dviz,dvizat,pres,para,,
,,,,,,dviz,dvizARa,pres,atma,,
,,,,,,dviz,dvizwavat,past,active,,
,,,,,,dviz,dvizwa,past,pass,,
,,,,,,dviz,dvizyamAna,pres,pass,,
,,,,,,dviz,dvekzyat,fut,para,,
,,,,,,dviz,dvekzyamAna,fut,atma,,
,,,,,,dviz,dvezaRIya,fut,pass,,
,,,,,,dviz,dvezwavya,fut,pass,,
,,,,,,dviz,dvezya,fut,pass,,
,,,,,,dviz#1,dvizya,,,gerund,
,,,,,,dviz#1,dvezwum,,,infinitive,
,,,,,,dviz#1,dvizwvA,,,gerund,
,,,,,,DyA,diDyAsitum,,,infinitive,desid
,,,,,,DyA,diDyAsya,,,gerund,desid
,,,,,,DyA,DyAtum,,,infinitive,
,,,,,,DyA,DyAya,,,gerund,
,,,,,,DyA,diDyAsitvA,,,gerund,desid
,,,,,,DyA,DyAtvA,,,gerund,
,,,,,,dyut,dudyutAna,perf,atma,,
,,,,,,dyut,dudyutvas,perf,para,,
,,,,,,dyut,dyotat,pres,para,,
,,,,,,dyut,dyotanIya,fut,pass,,caus
,,,,,,dyut,dyotamAna,pres,atma,,
,,,,,,dyut,dyotayat,pres,para,,caus
,,,,,,dyut,dyotayamAna,pres,atma,,caus
,,,,,,dyut,dyotayizyat,fut,para,,caus
,,,,,,dyut,dyotayizyamAna,fut,atma,,
,,,,,,dyut,dyotayizyamAna,fut,atma,,caus
,,,,,,dyut,dyotitavat,past,active,,caus
,,,,,,dyut,dyotita,past,pass,,caus
,,,,,,dyut,dyotyamAna,pres,pass,,caus
,,,,,,dyut,dyotya,fut,pass,,caus
,,,,,,dyut,dyotsyat,fut,para,,
,,,,,,dyut,dyotsyamAna,fut,atma,,
,,,,,,dyut#1,dyutya,,,gerund,
,,,,,,dyut#1,dyotayitum,,,infinitive,caus
,,,,,,dyut#1,dyotitum,,,infinitive,
,,,,,,dyut#1,dyotya,,,gerund,caus
,,,,,,dyut#1,dyutitvA,,,gerund,
,,,,,,dyut#1,dyuttvA,,,gerund,
,,,,,,dyut#1,dyotayitvA,,,gerund,caus
,,,,,,dyut#1,dyotitvA,,,gerund,
,,,,,,eD,etsyat,fut,para,,
,,,,,,eD,etsyamAna,fut,atma,,
,,,,,,eD,edDavya,fut,pass,,
,,,,,,eD,eDat,pres,para,,
,,,,,,eD,eDanIya,fut,pass,,
,,,,,,eD,eDanIya,fut,pass,,caus
,,,,,,eD,eDamAna,pres,atma,,
,,,,,,eD,eDayat,pres,para,,caus
,,,,,,eD,eDayamAna,pres,atma,,caus
,,,,,,eD,eDayitavya,fut,pass,,caus
,,,,,,eD,eDayizyat,fut,para,,caus
,,,,,,eD,eDayizyamAna,fut,atma,,
,,,,,,eD,eDayizyamAna,fut,atma,,caus
,,,,,,eD,eDAna,perf,atma,,
,,,,,,eD,eDitavat,past,active,,
,,,,,,eD,eDitavat,past,active,,caus
,,,,,,eD,eDita,past,pass,,
,,,,,,eD,eDita,past,pass,,caus
,,,,,,eD,eDivas,perf,para,,
,,,,,,eD,eDyamAna,pres,pass,,
,,,,,,eD,eDyamAna,pres,pass,,caus
,,,,,,eD,eDya,fut,pass,,
,,,,,,eD,eDya,fut,pass,,caus
,,,,,,eD,eDayitum,,,infinitive,caus
,,,,,,eD,eDitum,,,infinitive,
,,,,,,eD,eDya,,,gerund,
,,,,,,eD,eDayitvA,,,gerund,caus
,,,,,,eD,eDitvA,,,gerund,
,,,,,,ej,ektavya,fut,pass,,
,,,,,,ej,ekzyat,fut,para,,
,,,,,,ej,ekzyamAna,fut,atma,,
,,,,,,ej,ejat,pres,para,,
,,,,,,ej,ejanIya,fut,pass,,
,,,,,,ej,ejanIya,fut,pass,,caus
,,,,,,ej,ejamAna,pres,atma,,
,,,,,,ej,ejayat,pres,para,,caus
,,,,,,ej,ejayamAna,pres,atma,,caus
,,,,,,ej,ejayitavya,fut,pass,,caus
,,,,,,ej,ejayizyat,fut,para,,caus
,,,,,,ej,ejayizyamAna,fut,atma,,
,,,,,,ej,ejayizyamAna,fut,atma,,caus
,,,,,,ej,ejAna,perf,atma,,
,,,,,,ej,ejitavat,past,active,,
,,,,,,ej,ejitavat,past,active,,caus
,,,,,,ej,ejita,past,pass,,
,,,,,,ej,ejita,past,pass,,caus
,,,,,,ej,ejivas,perf,para,,
,,,,,,ej,ejyamAna,pres,pass,,
,,,,,,ej,ejyamAna,pres,pass,,caus
,,,,,,ej,ejya,fut,pass,,
,,,,,,ej,ejya,fut,pass,,caus
,,,,,,ej,ejayitum,,,infinitive,caus
,,,,,,ej,ejitum,,,infinitive,
,,,,,,ej,ejya,,,gerund,
,,,,,,ej,ejayitvA,,,gerund,caus
,,,,,,ej,ejitvA,,,gerund,
,,,,,,f,araRIya,fut,pass,,
,,,,,,f,arARa,perf,atma,,
,,,,,,f,arivas,perf,para,,
,,,,,,f,arizyat,fut,para,,
,,,,,,f,arizyamAna,fut,atma,,
,,,,,,f,artavya,fut,pass,,
,,,,,,f,arpaRIya,fut,pass,,caus
,,,,,,f,arpayat,pres,para,,caus
,,,,,,f,arpayamAna,pres,atma,,caus
,,,,,,f,arpayitavya,fut,pass,,caus
,,,,,,f,arpayizyat,fut,para,,caus
,,,,,,f,arpayizyamAna,fut,atma,,
,,,,,,f,arpayizyamAna,fut,atma,,caus
,,,,,,f,arpitavat,past,active,,caus
,,,,,,f,arpita,past,pass,,caus
,,,,,,f,arpyamAna,pres,pass,,caus
,,,,,,f,arpya,fut,pass,,caus
,,,,,,f,aryamAna,pres,pass,,
,,,,,,f,Arya,fut,pass,,
,,,,,,f,iyrat,pres,para,,
,,,,,,f,iyrARa,pres,atma,,
,,,,,,f,fcCat,pres,para,,
,,,,,,f,fcCamAna,pres,atma,,
,,,,,,f,fRvat,pres,para,,
,,,,,,f,fRvAna,pres,atma,,
,,,,,,f,ftavat,past,active,,
,,,,,,f,fta,past,pass,,
,,,,,,f,aririzitum,,,infinitive,desid
,,,,,,f,aririzya,,,gerund,desid
,,,,,,f,artum,,,infinitive,
,,,,,,f,arpayitum,,,infinitive,caus
,,,,,,f,arpayya,,,gerund,caus
,,,,,,f,ftya,,,gerund,
,,,,,,f,aririzitvA,,,gerund,desid
,,,,,,f,arpayitvA,,,gerund,caus
,,,,,,f,ftvA,,,gerund,
,,,,,,fc#1,arcayitum,,,infinitive,caus
,,,,,,fc#1,arcayya,,,gerund,caus
,,,,,,fc#1,arcicizitum,,,infinitive,desid
,,,,,,fc#1,arcicizya,,,gerund,desid
,,,,,,fc#1,arcitum,,,infinitive,
,,,,,,fc#1,arcya,,,gerund,
,,,,,,fc#1,arcayitvA,,,gerund,caus
,,,,,,fc#1,arcicizitvA,,,gerund,desid
,,,,,,fc#1,arcitvA,,,gerund,
,,,,,,fD,arDanIya,fut,pass,,
,,,,,,fD,arDanIya,fut,pass,,caus
,,,,,,fD,arDayat,pres,para,,caus
,,,,,,fD,arDayamAna,pres,atma,,caus
,,,,,,fD,arDayitavya,fut,pass,,caus
,,,,,,fD,arDayizyat,fut,para,,caus
,,,,,,fD,arDayizyamAna,fut,atma,,
,,,,,,fD,arDayizyamAna,fut,atma,,caus
,,,,,,fD,arDitavat,past,active,,caus
,,,,,,fD,arDitavya,fut,pass,,
,,,,,,fD,arDita,past,pass,,caus
,,,,,,fD,arDizyat,fut,para,,
,,,,,,fD,arDizyamAna,fut,atma,,
,,,,,,fD,arDyamAna,pres,pass,,caus
,,,,,,fD,arDya,fut,pass,,caus
,,,,,,fD,AnfDAna,perf,atma,,
,,,,,,fD,AnfDvas,perf,para,,
,,,,,,fD,fdDavat,past,active,,
,,,,,,fD,fdDa,past,pass,,
,,,,,,fD,fDnuvat,pres,para,,
,,,,,,fD,fDnvAna,pres,atma,,
,,,,,,fD,fDyat,pres,para,,
,,,,,,fD,fDyamAna,pres,atma,,
,,,,,,fD,fDyamAna,pres,pass,,
,,,,,,fD,fDya,fut,pass,,
,,,,,,fD,arDayitum,,,infinitive,caus
,,,,,,fD,arDayya,,,gerund,caus
,,,,,,fD,arDitum,,,infinitive,
,,,,,,fD,fDya,,,gerund,
,,,,,,fD,arDayitvA,,,gerund,caus
,,,,,,fD,arDitvA,,,gerund,
,,,,,,fD,fdDvA,,,gerund,
,,,,,,fj,arjat,pres,para,,
,,,,,,fj,arjanIya,fut,pass,,caus
,,,,,,fj,arjanIya,fut,pass,,
,,,,,,fj,arjamAna,pres,atma,,
,,,,,,fj,arjayat,pres,para,,caus
,,,,,,fj,arjayamAna,pres,atma,,caus
,,,,,,fj,arjayitavya,fut,pass,,caus
,,,,,,fj,arjayizyat,fut,para,,caus
,,,,,,fj,arjayizyamAna,fut,atma,,
,,,,,,fj,arjayizyamAna,fut,atma,,caus
,,,,,,fj,arjitavat,past,active,,caus
,,,,,,fj,arjitavat,past,active,,
,,,,,,fj,arjitavya,fut,pass,,
,,,,,,fj,arjita,past,pass,,caus
,,,,,,fj,arjita,past,pass,,
,,,,,,fj,arjizyat,fut,para,,
,,,,,,fj,arjizyamAna,fut,atma,,
,,,,,,fj,arjyamAna,pres,pass,,caus
,,,,,,fj,arjya,fut,pass,,caus
,,,,,,fj,fjAna,perf,atma,,
,,,,,,fj,fjivas,perf,para,,
,,,,,,fj,fjyamAna,pres,pass,,
,,,,,,fj,fjya,fut,pass,,
,,,,,,fj,fYjat,pres,para,,
,,,,,,fj,fYjamAna,pres,atma,,
,,,,,,fj,arjayitum,,,infinitive,caus
,,,,,,fj,arjitum,,,infinitive,
,,,,,,fj,arjya,,,gerund,caus
,,,,,,fj,arjayitvA,,,gerund,caus
,,,,,,fj,arjitvA,,,gerund,
,,,,,,fz,arkzyat,fut,para,,
,,,,,,fz,arkzyamAna,fut,atma,,
,,,,,,fz,arzaRIya,fut,pass,,
,,,,,,fz,arzat,pres,para,,
,,,,,,fz,arzamAna,pres,atma,,
,,,,,,fz,arzwavya,fut,pass,,
,,,,,,fz,AnfzARa,perf,atma,,
,,,,,,fz,Anfzvas,perf,para,,
,,,,,,fz,fzat,pres,para,,
,,,,,,fz,fzamAna,pres,atma,,
,,,,,,fz,fzwavat,past,active,,
,,,,,,fz,fzwa,past,pass,,
,,,,,,fz,fzyamAna,pres,pass,,
,,,,,,fz,fzya,fut,pass,,
,,,,,,fz,arzitum,,,infinitive,
,,,,,,fz,fzya,,,gerund,
,,,,,,fz,fzwvA,,,gerund,
,,,,,,gA,gAtavya,fut,pass,,
,,,,,,gA,gAnIya,fut,pass,,
,,,,,,gA,gAsyat,fut,para,,
,,,,,,gA,gAsyamAna,fut,atma,,
,,,,,,gA,gItavat,past,active,,
,,,,,,gA,gIta,past,pass,,
,,,,,,gA,gIyamAna,pres,pass,,
,,,,,,gA,geya,fut,pass,,
,,,,,,gA,jagAna,perf,atma,,
,,,,,,gA,jagivas,perf,para,,
,,,,,,gA,jigat,pres,para,,
,,,,,,gA,jigyAna,pres,atma,,
,,,,,,gA#1,gAtum,,,infinitive,
,,,,,,gA#2,gAtum,,,infinitive,
,,,,,,gA#2,gIya,,,gerund,
,,,,,,gA#2,gItvA,,,gerund,
,,,,,,gad,gattavya,fut,pass,,
,,,,,,gad,gatsyat,fut,para,,
,,,,,,gad,gatsyamAna,fut,atma,,
,,,,,,gad,gadat,pres,para,,
,,,,,,gad,gadanIya,fut,pass,,
,,,,,,gad,gadamAna,pres,atma,,
,,,,,,gad,gaditavat,past,active,,
,,,,,,gad,gadita,past,pass,,
,,,,,,gad,gadyamAna,pres,pass,,
,,,,,,gad,gadya,fut,pass,,
,,,,,,gad,jagadAna,perf,atma,,
,,,,,,gad,jagadvas,perf,para,,
,,,,,,gad,gadayitum,,,infinitive,caus
,,,,,,gad,gaditum,,,infinitive,
,,,,,,gad,gadya,,,gerund,
,,,,,,gad,jigadizitum,,,infinitive,desid
,,,,,,gad,jigadizya,,,gerund,desid
,,,,,,gad,gadayitvA,,,gerund,caus
,,,,,,gad,gaditvA,,,gerund,
,,,,,,gad,jigadizitvA,,,gerund,desid
,,,,,,gadgada,gadgadya,,,gerund,
,,,,,,gadgada,gadgadyitum,,,infinitive,
,,,,,,gadgada,gadgadyitvA,,,gerund,
,,,,,,gAh,gAQavat,past,active,,
,,,,,,gAh,gAQavya,fut,pass,,
,,,,,,gAh,gAQa,past,pass,,
,,,,,,gAh,gAhat,pres,para,,
,,,,,,gAh,gAhanIya,fut,pass,,
,,,,,,gAh,gAhamAna,pres,atma,,
,,,,,,gAh,gAhyamAna,pres,pass,,
,,,,,,gAh,gAhya,fut,pass,,
,,,,,,gAh,GAkzyat,fut,para,,
,,,,,,gAh,GAkzyamAna,fut,atma,,
,,,,,,gAh,jagAhAna,perf,atma,,
,,,,,,gAh,jagAhvas,perf,para,,
,,,,,,gAh,gAhitum,,,infinitive,
,,,,,,gAh,gAhya,,,gerund,
,,,,,,gAh,gAQvA,,,gerund,
,,,,,,gAh,gAhitvA,,,gerund,
,,,,,,gaj,gaktavat,past,active,,
,,,,,,gaj,gaktavya,fut,pass,,
,,,,,,gaj,gakta,past,pass,,
,,,,,,gaj,gakzyat,fut,para,,
,,,,,,gaj,gakzyamAna,fut,atma,,
,,,,,,gaj,gajat,pres,para,,
,,,,,,gaj,gajanIya,fut,pass,,
,,,,,,gaj,gajamAna,pres,atma,,
,,,,,,gaj,gajyamAna,pres,pass,,
,,,,,,gaj,gajya,fut,pass,,
,,,,,,gaj,jagajAna,perf,atma,,
,,,,,,gaj,jagajvas,perf,para,,
,,,,,,gaj,gajitum,,,infinitive,
,,,,,,gaj,gajya,,,gerund,
,,,,,,gaj,gaktvA,,,gerund,
,,,,,,gal,galat,pres,para,,
,,,,,,gal,galanIya,fut,pass,,
,,,,,,gal,galamAna,pres,atma,,
,,,,,,gal,galitavat,past,active,,
,,,,,,gal,galitavya,fut,pass,,
,,,,,,gal,galita,past,pass,,
,,,,,,gal,galizyat,fut,para,,
,,,,,,gal,galizyamAna,fut,atma,,
,,,,,,gal,galyamAna,pres,pass,,
,,,,,,gal,galya,fut,pass,,
,,,,,,gal,gAlanIya,fut,pass,,caus
,,,,,,gal,gAlayat,pres,para,,caus
,,,,,,gal,gAlayamAna,pres,atma,,caus
,,,,,,gal,gAlayitavya,fut,pass,,caus
,,,,,,gal,gAlayizyat,fut,para,,caus
,,,,,,gal,gAlayizyamAna,fut,atma,,
,,,,,,gal,gAlayizyamAna,fut,atma,,caus
,,,,,,gal,gAlitavat,past,active,,caus
,,,,,,gal,gAlita,past,pass,,caus
,,,,,,gal,gAlyamAna,pres,pass,,caus
,,,,,,gal,gAlya,fut,pass,,caus
,,,,,,gal,jagalAna,perf,atma,,
,,,,,,gal,jagalvas,perf,para,,
,,,,,,gal,jalgalat,pres,para,,intens
,,,,,,gal,galitum,,,infinitive,
,,,,,,gal,galya,,,gerund,
,,,,,,gal,gAlayitum,,,infinitive,caus
,,,,,,gal,gAlya,,,gerund,caus
,,,,,,gal,galitvA,,,gerund,
,,,,,,gal,gAlayitvA,,,gerund,caus
,,,,,,galB,galbDavya,fut,pass,,
,,,,,,galB,galBat,pres,para,,
,,,,,,galB,galBanIya,fut,pass,,
,,,,,,galB,galBamAna,pres,atma,,
,,,,,,galB,galBitavat,past,active,,
,,,,,,galB,galBita,past,pass,,
,,,,,,galB,galByamAna,pres,pass,,
,,,,,,galB,galBya,fut,pass,,
,,,,,,galB,Galpsyat,fut,para,,
,,,,,,galB,GalpsyamAna,fut,atma,,
,,,,,,galB,jagalBAna,perf,atma,,
,,,,,,galB,jagalBvas,perf,para,,
,,,,,,galB,galBitum,,,infinitive,
,,,,,,galB,galBya,,,gerund,
,,,,,,galB,galBitvA,,,gerund,
to go,,,went,,,gam,gatavat,past,active,,
to go,,,,gone,,gam,gata,past,pass,,
to go,,,,,should/would be gone,gam,gantavya,,pass,potential,
to go,for going/ to go,,,,,gam,gantum,,,infinitive,
to go,,going,,,,gam,gatvA,,,gerund,
to calculate,,,,,should/would be calculated,gaR,gaRayitavya,,pass,potential,
to calculate,,,calculated,,,gaR,gaRitavat,past,active,,
to calculate,,,,calculated,,gaR,gaRita,past,pass,,
to calculate,for calculating/ to calculate,,,,,gaR,gaRayitum,,,infinitive,
to calculate,,calculating,,,,gaR,gaRayitvA,,,gerund,
 to enumarate,,,,,should/would be enumarated,gaR,gaRayitavya,,pass,potential,
 to enumarate,,,enumarated,,,gaR,gaRitavat,past,active,,
 to enumarate,,,,enumarated,,gaR,gaRita,past,pass,,
 to enumarate,for enumarating/to enumarate,,,,,gaR,gaRayitum,,,infinitive,
 to enumarate,,enumarating,,,,gaR,gaRayitvA,,,gerund,
,,,,,,gard,garttavya,fut,pass,,
,,,,,,gard,gartsyat,fut,para,,
,,,,,,gard,gartsyamAna,fut,atma,,
,,,,,,gard,gardat,pres,para,,
,,,,,,gard,gardanIya,fut,pass,,
,,,,,,gard,gardamAna,pres,atma,,
,,,,,,gard,garditavat,past,active,,
,,,,,,gard,gardita,past,pass,,
,,,,,,gard,gardyamAna,pres,pass,,
,,,,,,gard,gardya,fut,pass,,
,,,,,,gard,jagardAna,perf,atma,,
,,,,,,gard,jagardvas,perf,para,,
,,,,,,gard,garditum,,,infinitive,
,,,,,,gard,gardya,,,gerund,
,,,,,,gard,garditvA,,,gerund,
,,,,,,garh,garQavya,fut,pass,,
,,,,,,garh,garhaRIya,fut,pass,,
,,,,,,garh,garhat,pres,para,,
,,,,,,garh,garhamAna,pres,atma,,
,,,,,,garh,garhayat,pres,para,,
,,,,,,garh,garhayamAna,pres,atma,,
,,,,,,garh,garhayitavya,fut,pass,,
,,,,,,garh,garhayizyat,fut,para,,
,,,,,,garh,garhayizyamAna,fut,atma,,
,,,,,,garh,garhitavat,past,active,,
,,,,,,garh,garhita,past,pass,,
,,,,,,garh,garhyamAna,pres,pass,,
,,,,,,garh,garhya,fut,pass,,
,,,,,,garh,Garkzyat,fut,para,,
,,,,,,garh,GarkzyamAna,fut,atma,,
,,,,,,garh,jagarhARa,perf,atma,,
,,,,,,garh,jagarhvas,perf,para,,
,,,,,,garh,garhayitum,,,infinitive,
,,,,,,garh,garhitum,,,infinitive,
,,,,,,garh,garhya,,,gerund,
,,,,,,garh,garhayitvA,,,gerund,
,,,,,,garh,garhitvA,,,gerund,
,,,,,,garj,garjitum,,,infinitive,
,,,,,,garj,garjya,,,gerund,
,,,,,,garj,garjitvA,,,gerund,
,,,,,,garva,garvayitum,,,infinitive,
,,,,,,garva,garvAyitum,,,infinitive,
,,,,,,garva,garvya,,,gerund,
,,,,,,garva,garvayitvA,,,gerund,
,,,,,,garva,garvAyitvA,,,gerund,
,,,,,,gavez,gavezayitum,,,infinitive,
,,,,,,gavez,gavezitum,,,infinitive,
,,,,,,gavez,gavezya,,,gerund,
,,,,,,gavez,gavezayitvA,,,gerund,
,,,,,,gavez,gavezwvA,,,gerund,
,,,,,,Gaw,Gawat,pres,para,,
,,,,,,Gaw,GawanIya,fut,pass,,
,,,,,,Gaw,GawanIya,fut,pass,,caus
,,,,,,Gaw,GawamAna,pres,atma,,
,,,,,,Gaw,Gawayat,pres,para,,caus
,,,,,,Gaw,GawayamAna,pres,atma,,caus
,,,,,,Gaw,Gawayitavya,fut,pass,,caus
,,,,,,Gaw,Gawayizyat,fut,para,,caus
,,,,,,Gaw,GawayizyamAna,fut,atma,,
,,,,,,Gaw,GawayizyamAna,fut,atma,,caus
,,,,,,Gaw,Gawitavat,past,active,,
,,,,,,Gaw,Gawitavat,past,active,,caus
,,,,,,Gaw,Gawita,past,pass,,
,,,,,,Gaw,Gawita,past,pass,,caus
,,,,,,Gaw,Gawwavya,fut,pass,,
,,,,,,Gaw,GawyamAna,pres,pass,,
,,,,,,Gaw,GawyamAna,pres,pass,,caus
,,,,,,Gaw,Gawya,fut,pass,,
,,,,,,Gaw,Gawya,fut,pass,,caus
,,,,,,Gaw,Gawsyat,fut,para,,
,,,,,,Gaw,GawsyamAna,fut,atma,,
,,,,,,Gaw,GAwanIya,fut,pass,,caus
,,,,,,Gaw,GAwayat,pres,para,,caus
,,,,,,Gaw,GAwayamAna,pres,atma,,caus
,,,,,,Gaw,GAwayitavya,fut,pass,,caus
,,,,,,Gaw,GAwayizyat,fut,para,,caus
,,,,,,Gaw,GAwayizyamAna,fut,atma,,
,,,,,,Gaw,GAwayizyamAna,fut,atma,,caus
,,,,,,Gaw,GAwitavat,past,active,,caus
,,,,,,Gaw,GAwita,past,pass,,caus
,,,,,,Gaw,GAwyamAna,pres,pass,,caus
,,,,,,Gaw,GAwya,fut,pass,,caus
,,,,,,Gaw,jaGawAna,perf,atma,,
,,,,,,Gaw,jaGawvas,perf,para,,
,,,,,,Gaw,Gawayitum,,,infinitive,caus
,,,,,,Gaw,Gawitum,,,infinitive,
,,,,,,Gaw,Gawya,,,gerund,
,,,,,,Gaw,GAwayitum,,,infinitive,caus
,,,,,,Gaw,GAwya,,,gerund,caus
,,,,,,Gaw,GawayitvA,,,gerund,caus
,,,,,,Gaw,GawitvA,,,gerund,
,,,,,,Gaw,GAwayitvA,,,gerund,caus
,,,,,,Gaww,GawwanIya,fut,pass,,
,,,,,,Gaww,Gawwayat,pres,para,,
,,,,,,Gaww,GawwayamAna,pres,atma,,
,,,,,,Gaww,Gawwayitavya,fut,pass,,
,,,,,,Gaww,Gawwayizyat,fut,para,,
,,,,,,Gaww,GawwayizyamAna,fut,atma,,
,,,,,,Gaww,Gawwitavat,past,active,,
,,,,,,Gaww,Gawwita,past,pass,,
,,,,,,Gaww,GawwyamAna,pres,pass,,
,,,,,,Gaww,Gawwya,fut,pass,,
,,,,,,Gaww,jaGawwAna,perf,atma,,
,,,,,,Gaww,jaGawwvas,perf,para,,
,,,,,,Gaww,Gawwayitum,,,infinitive,
,,,,,,Gaww,Gawwitum,,,infinitive,
,,,,,,Gaww,Gawwya,,,gerund,
,,,,,,Gaww,GawwayitvA,,,gerund,
,,,,,,Gaww,GawwitvA,,,gerund,
,,,,,,gF,garaRIya,fut,pass,,
,,,,,,gF,garaRIya,fut,pass,,
,,,,,,gF,garitavya,fut,pass,,
,,,,,,gF,garitavya,fut,pass,,
,,,,,,gF,garizyat,fut,para,,
,,,,,,gF,garizyat,fut,para,,
,,,,,,gF,garizyamAna,fut,atma,,
,,,,,,gF,garizyamAna,fut,atma,,
,,,,,,gF,garItavya,fut,pass,,
,,,,,,gF,garItavya,fut,pass,,
,,,,,,gF,garIzyat,fut,para,,
,,,,,,gF,garIzyat,fut,para,,
,,,,,,gF,garIzyamAna,fut,atma,,
,,,,,,gF,garIzyamAna,fut,atma,,
,,,,,,gF,gArya,fut,pass,,
,,,,,,gF,gArya,fut,pass,,
,,,,,,gF,girat,pres,para,,
,,,,,,gF,giramAna,pres,atma,,
,,,,,,gF,gIrRavat,past,active,,
,,,,,,gF,gIrRa,past,pass,,
,,,,,,gF,gIrtavat,past,active,,
,,,,,,gF,gIrta,past,pass,,
,,,,,,gF,gIryamAna,pres,pass,,
,,,,,,gF,gIryamAna,pres,pass,,
,,,,,,gF,gfRat,pres,para,,
,,,,,,gF,gfRAna,pres,atma,,
,,,,,,Gf,GaraRIya,fut,pass,,
,,,,,,Gf,Garizyat,fut,para,,
,,,,,,Gf,GarizyamAna,fut,atma,,
,,,,,,Gf,Gartavya,fut,pass,,
,,,,,,Gf,GArya,fut,pass,,
,,,,,,Gf,Gftavat,past,active,,
,,,,,,Gf,Gfta,past,pass,,
,,,,,,Gf,GriyamAna,pres,pass,,
,,,,,,gF,jagarARa,perf,atma,,
,,,,,,gF,jagarARa,perf,atma,,
,,,,,,gF,jagarvas,perf,para,,
,,,,,,gF,jagarvas,perf,para,,
,,,,,,Gf,jaGfvas,perf,para,,
,,,,,,Gf,jaGrARa,perf,atma,,
,,,,,,Gf,jiGrat,pres,para,,
,,,,,,Gf,jiGrARa,pres,atma,,
,,,,,,Gf,Gartum,,,infinitive,
,,,,,,Gf,Gftya,,,gerund,
,,,,,,Gf,GftvA,,,gerund,
,,,,,,gF#1,giritum,,,infinitive,
,,,,,,gF#1,gIrya,,,gerund,
,,,,,,gF#1,gIrtvA,,,gerund,
,,,,,,gF#2,garitum,,,infinitive,
,,,,,,gF#2,garItum,,,infinitive,
,,,,,,gF#2,gIrya,,,gerund,
,,,,,,gF#2,gIrtvA,,,gerund,
,,,,,,gfD,gardDavya,fut,pass,,
,,,,,,gfD,garDanIya,fut,pass,,
,,,,,,gfD,gfdDavat,past,active,,
,,,,,,gfD,gfdDa,past,pass,,
,,,,,,gfD,gfDyat,pres,para,,
,,,,,,gfD,gfDyamAna,pres,atma,,
,,,,,,gfD,gfDyamAna,pres,pass,,
,,,,,,gfD,gfDya,fut,pass,,
,,,,,,gfD,Gartsyat,fut,para,,
,,,,,,gfD,GartsyamAna,fut,atma,,
,,,,,,gfD,jagfDAna,perf,atma,,
,,,,,,gfD,jagfDvas,perf,para,,
,,,,,,gfD,garDayitum,,,infinitive,caus
,,,,,,gfD,garDitum,,,infinitive,
,,,,,,gfD,garDya,,,gerund,caus
,,,,,,gfD,gfDya,,,gerund,
,,,,,,gfD,garDayitvA,,,gerund,caus
,,,,,,gfD,garDitvA,,,gerund,
,,,,,,gfD,gfdDvA,,,gerund,
,,,,,,Gfz,Garkzyat,fut,para,,
,,,,,,Gfz,GarkzyamAna,fut,atma,,
,,,,,,Gfz,GarzaRIya,fut,pass,,
,,,,,,Gfz,Garzat,pres,para,,
,,,,,,Gfz,GarzamAna,pres,atma,,
,,,,,,Gfz,Garzwavya,fut,pass,,
,,,,,,Gfz,Gfzwavat,past,active,,
,,,,,,Gfz,Gfzwa,past,pass,,
,,,,,,Gfz,GfzyamAna,pres,pass,,
,,,,,,Gfz,Gfzya,fut,pass,,
,,,,,,Gfz,jaGfzARa,perf,atma,,
,,,,,,Gfz,jaGfzvas,perf,para,,
,,,,,,Gfz,Garzitum,,,infinitive,
,,,,,,Gfz,Gfzya,,,gerund,
,,,,,,Gfz,GarzitvA,,,gerund,
,,,,,,Gfz,GfzwvA,,,gerund,
,,,,,,glE,glapanIya,fut,pass,,caus
,,,,,,glE,glapayat,pres,para,,caus
,,,,,,glE,glapayamAna,pres,atma,,caus
,,,,,,glE,glapayitavya,fut,pass,,caus
,,,,,,glE,glapayizyat,fut,para,,caus
,,,,,,glE,glapayizyamAna,fut,atma,,
,,,,,,glE,glapayizyamAna,fut,atma,,caus
,,,,,,glE,glapitavat,past,active,,caus
,,,,,,glE,glapita,past,pass,,caus
,,,,,,glE,glapyamAna,pres,pass,,caus
,,,,,,glE,glapya,fut,pass,,caus
,,,,,,glE,glAnavat,past,active,,
,,,,,,glE,glAna,past,pass,,
,,,,,,glE,glAyat,pres,para,,
,,,,,,glE,glAyanIya,fut,pass,,
,,,,,,glE,glAyamAna,pres,atma,,
,,,,,,glE,glIyamAna,pres,pass,,
,,,,,,glE,glEtavya,fut,pass,,
,,,,,,glE,glEya,fut,pass,,
,,,,,,glE,glEzyat,fut,para,,
,,,,,,glE,glEzyamAna,fut,atma,,
,,,,,,glE,jaglAna,perf,atma,,
,,,,,,glE,jaglivas,perf,para,,
,,,,,,glE,glapayitum,,,infinitive,caus
,,,,,,glE,glapya,,,gerund,caus
