form,root,hom,class,person,number,mode,voice,modification 
kramAma,kram,,1,1,p,impv,para,
kramAmas,kram,,1,1,p,pres,para,
kramAmahe,kram,,1,1,p,pres,atma,
kramAmahE,kram,,1,1,p,impv,atma,
kramAmi,kram,,1,1,s,pres,para,
kramAva,kram,,1,1,d,impv,para,
kramAvas,kram,,1,1,d,pres,para,
kramAvahe,kram,,1,1,d,pres,atma,
kramAvahE,kram,,1,1,d,impv,atma,
kramitA,kram,,,3,s,pfut,para,
kramitAras,kram,,,3,p,pfut,para,
kramitArO,kram,,,3,d,pfut,para,
kramitAsi,kram,,,2,s,pfut,para,
kramitAsTa,kram,,,2,p,pfut,para,
kramitAsTas,kram,,,2,d,pfut,para,
kramitAsmas,kram,,,1,p,pfut,para,
kramitAsmi,kram,,,1,s,pfut,para,
kramitAsvas,kram,,,1,d,pfut,para,
kramizyatas,kram,,,3,d,sfut,para,
kramizyati,kram,,,3,s,sfut,para,
kramizyate,kram,,,3,s,sfut,atma,
kramizyaTa,kram,,,2,p,sfut,para,
kramizyaTas,kram,,,2,d,sfut,para,
kramizyaDve,kram,,,2,p,sfut,atma,
kramizyanti,kram,,,3,p,sfut,para,
kramizyante,kram,,,3,p,sfut,atma,
kramizyasi,kram,,,2,s,sfut,para,
kramizyase,kram,,,2,s,sfut,atma,
kramizyAmas,kram,,,1,p,sfut,para,
kramizyAmahe,kram,,,1,p,sfut,atma,
kramizyAmi,kram,,,1,s,sfut,para,
kramizyAvas,kram,,,1,d,sfut,para,
kramizyAvahe,kram,,,1,d,sfut,atma,
kramizye,kram,,,1,s,sfut,atma,
kramizyete,kram,,,3,d,sfut,atma,
kramizyeTe,kram,,,2,d,sfut,atma,
krame,kram,,1,1,s,pres,atma,
kramet,kram,,1,3,s,opt,para,
krameta,kram,,1,3,s,opt,atma,
krametam,kram,,1,2,d,opt,para,
krametAm,kram,,1,3,d,impv,atma,
kramete,kram,,1,3,d,pres,atma,
krameTAm,kram,,1,2,d,impv,atma,
krameTAs,kram,,1,2,s,opt,atma,
krameTe,kram,,1,2,d,pres,atma,
krameDvam,kram,,1,2,p,opt,atma,
kramema,kram,,1,1,p,opt,para,
kramemahi,kram,,1,1,p,opt,atma,
krameya,kram,,1,1,s,opt,atma,
krameyam,kram,,1,1,s,opt,para,
krameyAtAm,kram,,1,3,d,opt,atma,
krameyATAm,kram,,1,2,d,opt,atma,
krameyur,kram,,1,3,p,opt,para,
krameran,kram,,1,3,p,opt,atma,
krameva,kram,,1,1,d,opt,para,
kramevahi,kram,,1,1,d,opt,atma,
krames,kram,,1,2,s,opt,para,
kramE,kram,,1,1,s,impv,atma,
kramyatAm,kram,,,3,s,impv,pass,
kramyate,kram,,,3,s,pres,pass,
kramyaDvam,kram,,,2,p,impv,pass,
kramyaDve,kram,,,2,p,pres,pass,
kramyantAm,kram,,,3,p,impv,pass,
kramyante,kram,,,3,p,pres,pass,
kramyase,kram,,,2,s,pres,pass,
kramyasva,kram,,,2,s,impv,pass,
kramyAmahe,kram,,,1,p,pres,pass,
kramyAmahE,kram,,,1,p,impv,pass,
kramyAvahe,kram,,,1,d,pres,pass,
kramyAvahE,kram,,,1,d,impv,pass,
kramye,kram,,,1,s,pres,pass,
kramyeta,kram,,,3,s,opt,pass,
kramyetAm,kram,,,3,d,impv,pass,
kramyete,kram,,,3,d,pres,pass,
kramyeTAm,kram,,,2,d,impv,pass,
kramyeTAs,kram,,,2,s,opt,pass,
kramyeTe,kram,,,2,d,pres,pass,
kramyeDvam,kram,,,2,p,opt,pass,
kramyemahi,kram,,,1,p,opt,pass,
kramyeya,kram,,,1,s,opt,pass,
kramyeyAtAm,kram,,,3,d,opt,pass,
kramyeyATAm,kram,,,2,d,opt,pass,
kramyeran,kram,,,3,p,opt,pass,
kramyevahi,kram,,,1,d,opt,pass,
kramyE,kram,,,1,s,impv,pass,
krazwA,kfz,1,,3,s,pfut,para,
krazwAras,kfz,1,,3,p,pfut,para,
krazwArO,kfz,1,,3,d,pfut,para,
krazwAsi,kfz,1,,2,s,pfut,para,
krazwAsTa,kfz,1,,2,p,pfut,para,
krazwAsTas,kfz,1,,2,d,pfut,para,
krazwAsmas,kfz,1,,1,p,pfut,para,
krazwAsmi,kfz,1,,1,s,pfut,para,
krazwAsvas,kfz,1,,1,d,pfut,para,
krAtAm,kf,1,,3,d,inj,atma,
krATAm,kf,1,,2,d,inj,atma,
krApaya,krI,1,,2,s,impv,para,caus
krApayata,krI,1,,2,p,impv,para,caus
krApayatam,krI,1,,2,d,impv,para,caus
krApayatas,krI,1,,3,d,pres,para,caus
krApayatAm,krI,1,,3,s,impv,atma,caus
krApayati,krI,1,,3,s,pres,para,caus
krApayatu,krI,1,,3,s,impv,para,caus
krApayate,krI,1,,3,s,pres,atma,caus
krApayaTa,krI,1,,2,p,pres,para,caus
krApayaTas,krI,1,,2,d,pres,para,caus
krApayaDvam,krI,1,,2,p,impv,atma,caus
krApayaDve,krI,1,,2,p,pres,atma,caus
krApayantAm,krI,1,,3,p,impv,atma,caus
krApayanti,krI,1,,3,p,pres,para,caus
krApayantu,krI,1,,3,p,impv,para,caus
krApayante,krI,1,,3,p,pres,atma,caus
krApayasi,krI,1,,2,s,pres,para,caus
krApayase,krI,1,,2,s,pres,atma,caus
krApayasva,krI,1,,2,s,impv,atma,caus
krApayARi,krI,1,,1,s,impv,para,caus
krApayAma,krI,1,,1,p,impv,para,caus
krApayAmas,krI,1,,1,p,pres,para,caus
krApayAmahe,krI,1,,1,p,pres,atma,caus
krApayAmahE,krI,1,,1,p,impv,atma,caus
krApayAmi,krI,1,,1,s,pres,para,caus
krApayAva,krI,1,,1,d,impv,para,caus
krApayAvas,krI,1,,1,d,pres,para,caus
krApayAvahe,krI,1,,1,d,pres,atma,caus
krApayAvahE,krI,1,,1,d,impv,atma,caus
krApayitA,krI,1,,3,s,pfut,para,caus
krApayitAras,krI,1,,3,p,pfut,para,caus
krApayitArO,krI,1,,3,d,pfut,para,caus
krApayitAsi,krI,1,,2,s,pfut,para,caus
krApayitAsTa,krI,1,,2,p,pfut,para,caus
krApayitAsTas,krI,1,,2,d,pfut,para,caus
krApayitAsmas,krI,1,,1,p,pfut,para,caus
krApayitAsmi,krI,1,,1,s,pfut,para,caus
krApayitAsvas,krI,1,,1,d,pfut,para,caus
krApayizyatas,krI,1,,3,d,sfut,para,caus
krApayizyati,krI,1,,3,s,sfut,para,caus
krApayizyate,krI,1,,3,s,sfut,atma,caus
krApayizyaTa,krI,1,,2,p,sfut,para,caus
krApayizyaTas,krI,1,,2,d,sfut,para,caus
krApayizyaDve,krI,1,,2,p,sfut,atma,caus
krApayizyanti,krI,1,,3,p,sfut,para,caus
krApayizyante,krI,1,,3,p,sfut,atma,caus
krApayizyasi,krI,1,,2,s,sfut,para,caus
krApayizyase,krI,1,,2,s,sfut,atma,caus
krApayizyAmas,krI,1,,1,p,sfut,para,caus
krApayizyAmahe,krI,1,,1,p,sfut,atma,caus
krApayizyAmi,krI,1,,1,s,sfut,para,caus
krApayizyAvas,krI,1,,1,d,sfut,para,caus
krApayizyAvahe,krI,1,,1,d,sfut,atma,caus
krApayizye,krI,1,,1,s,sfut,atma,caus
krApayizyete,krI,1,,3,d,sfut,atma,caus
krApayizyeTe,krI,1,,2,d,sfut,atma,caus
krApaye,krI,1,,1,s,pres,atma,caus
krApayet,krI,1,,3,s,opt,para,caus
krApayeta,krI,1,,3,s,opt,atma,caus
krApayetam,krI,1,,2,d,opt,para,caus
krApayetAm,krI,1,,3,d,impv,atma,caus
krApayete,krI,1,,3,d,pres,atma,caus
krApayeTAm,krI,1,,2,d,impv,atma,caus
krApayeTAs,krI,1,,2,s,opt,atma,caus
krApayeTe,krI,1,,2,d,pres,atma,caus
krApayeDvam,krI,1,,2,p,opt,atma,caus
krApayema,krI,1,,1,p,opt,para,caus
krApayemahi,krI,1,,1,p,opt,atma,caus
krApayeya,krI,1,,1,s,opt,atma,caus
krApayeyam,krI,1,,1,s,opt,para,caus
krApayeyAtAm,krI,1,,3,d,opt,atma,caus
krApayeyATAm,krI,1,,2,d,opt,atma,caus
krApayeyur,krI,1,,3,p,opt,para,caus
krApayeran,krI,1,,3,p,opt,atma,caus
krApayeva,krI,1,,1,d,opt,para,caus
krApayevahi,krI,1,,1,d,opt,atma,caus
krApayes,krI,1,,2,s,opt,para,caus
krApayE,krI,1,,1,s,impv,atma,caus
krApyatAm,krI,1,,3,s,impv,pass,caus
krApyate,krI,1,,3,s,pres,pass,caus
krApyaDvam,krI,1,,2,p,impv,pass,caus
krApyaDve,krI,1,,2,p,pres,pass,caus
krApyantAm,krI,1,,3,p,impv,pass,caus
krApyante,krI,1,,3,p,pres,pass,caus
krApyase,krI,1,,2,s,pres,pass,caus
krApyasva,krI,1,,2,s,impv,pass,caus
krApyAmahe,krI,1,,1,p,pres,pass,caus
krApyAmahE,krI,1,,1,p,impv,pass,caus
krApyAvahe,krI,1,,1,d,pres,pass,caus
krApyAvahE,krI,1,,1,d,impv,pass,caus
krApye,krI,1,,1,s,pres,pass,caus
krApyeta,krI,1,,3,s,opt,pass,caus
krApyetAm,krI,1,,3,d,impv,pass,caus
krApyete,krI,1,,3,d,pres,pass,caus
krApyeTAm,krI,1,,2,d,impv,pass,caus
krApyeTAs,krI,1,,2,s,opt,pass,caus
krApyeTe,krI,1,,2,d,pres,pass,caus
krApyeDvam,krI,1,,2,p,opt,pass,caus
krApyemahi,krI,1,,1,p,opt,pass,caus
krApyeya,krI,1,,1,s,opt,pass,caus
krApyeyAtAm,krI,1,,3,d,opt,pass,caus
krApyeyATAm,krI,1,,2,d,opt,pass,caus
krApyeran,krI,1,,3,p,opt,pass,caus
krApyevahi,krI,1,,1,d,opt,pass,caus
krApyE,krI,1,,1,s,impv,pass,caus
krAma,kram,,1,2,s,impv,para,
krAmata,kram,,1,2,p,impv,para,
krAmatam,kram,,1,2,d,impv,para,
krAmatas,kram,,1,3,d,pres,para,
krAmatAm,kram,,1,3,s,impv,atma,
krAmati,kram,,1,3,s,pres,para,
krAmatu,kram,,1,3,s,impv,para,
krAmate,kram,,1,3,s,pres,atma,
krAmaTa,kram,,1,2,p,pres,para,
krAmaTas,kram,,1,2,d,pres,para,
krAmaDvam,kram,,1,2,p,impv,atma,
krAmaDve,kram,,1,2,p,pres,atma,
krAmantAm,kram,,1,3,p,impv,atma,
krAmanti,kram,,1,3,p,pres,para,
krAmantu,kram,,1,3,p,impv,para,
krAmante,kram,,1,3,p,pres,atma,
krAmaya,kram,,,2,s,impv,para,caus
krAmayata,kram,,,2,p,impv,para,caus
krAmayatam,kram,,,2,d,impv,para,caus
krAmayatas,kram,,,3,d,pres,para,caus
krAmayatAm,kram,,,3,s,impv,atma,caus
krAmayati,kram,,,3,s,pres,para,caus
krAmayatu,kram,,,3,s,impv,para,caus
krAmayate,kram,,,3,s,pres,atma,caus
krAmayaTa,kram,,,2,p,pres,para,caus
krAmayaTas,kram,,,2,d,pres,para,caus
krAmayaDvam,kram,,,2,p,impv,atma,caus
krAmayaDve,kram,,,2,p,pres,atma,caus
krAmayantAm,kram,,,3,p,impv,atma,caus
krAmayanti,kram,,,3,p,pres,para,caus
krAmayantu,kram,,,3,p,impv,para,caus
krAmayante,kram,,,3,p,pres,atma,caus
krAmayasi,kram,,,2,s,pres,para,caus
krAmayase,kram,,,2,s,pres,atma,caus
krAmayasva,kram,,,2,s,impv,atma,caus
krAmayARi,kram,,,1,s,impv,para,caus
krAmayAma,kram,,,1,p,impv,para,caus
krAmayAmas,kram,,,1,p,pres,para,caus
krAmayAmahe,kram,,,1,p,pres,atma,caus
krAmayAmahE,kram,,,1,p,impv,atma,caus
krAmayAmi,kram,,,1,s,pres,para,caus
krAmayAva,kram,,,1,d,impv,para,caus
krAmayAvas,kram,,,1,d,pres,para,caus
krAmayAvahe,kram,,,1,d,pres,atma,caus
krAmayAvahE,kram,,,1,d,impv,atma,caus
krAmayitA,kram,,,3,s,pfut,para,caus
krAmayitAras,kram,,,3,p,pfut,para,caus
krAmayitArO,kram,,,3,d,pfut,para,caus
krAmayitAsi,kram,,,2,s,pfut,para,caus
krAmayitAsTa,kram,,,2,p,pfut,para,caus
krAmayitAsTas,kram,,,2,d,pfut,para,caus
krAmayitAsmas,kram,,,1,p,pfut,para,caus
krAmayitAsmi,kram,,,1,s,pfut,para,caus
krAmayitAsvas,kram,,,1,d,pfut,para,caus
krAmayizyatas,kram,,,3,d,sfut,para,caus
krAmayizyati,kram,,,3,s,sfut,para,caus
krAmayizyate,kram,,,3,s,sfut,atma,caus
krAmayizyaTa,kram,,,2,p,sfut,para,caus
krAmayizyaTas,kram,,,2,d,sfut,para,caus
krAmayizyaDve,kram,,,2,p,sfut,atma,caus
krAmayizyanti,kram,,,3,p,sfut,para,caus
krAmayizyante,kram,,,3,p,sfut,atma,caus
krAmayizyasi,kram,,,2,s,sfut,para,caus
krAmayizyase,kram,,,2,s,sfut,atma,caus
krAmayizyAmas,kram,,,1,p,sfut,para,caus
krAmayizyAmahe,kram,,,1,p,sfut,atma,caus
krAmayizyAmi,kram,,,1,s,sfut,para,caus
krAmayizyAvas,kram,,,1,d,sfut,para,caus
krAmayizyAvahe,kram,,,1,d,sfut,atma,caus
krAmayizye,kram,,,1,s,sfut,atma,caus
krAmayizyete,kram,,,3,d,sfut,atma,caus
krAmayizyeTe,kram,,,2,d,sfut,atma,caus
krAmaye,kram,,,1,s,pres,atma,caus
krAmayet,kram,,,3,s,opt,para,caus
krAmayeta,kram,,,3,s,opt,atma,caus
krAmayetam,kram,,,2,d,opt,para,caus
krAmayetAm,kram,,,3,d,impv,atma,caus
krAmayete,kram,,,3,d,pres,atma,caus
krAmayeTAm,kram,,,2,d,impv,atma,caus
krAmayeTAs,kram,,,2,s,opt,atma,caus
krAmayeTe,kram,,,2,d,pres,atma,caus
krAmayeDvam,kram,,,2,p,opt,atma,caus
krAmayema,kram,,,1,p,opt,para,caus
krAmayemahi,kram,,,1,p,opt,atma,caus
krAmayeya,kram,,,1,s,opt,atma,caus
krAmayeyam,kram,,,1,s,opt,para,caus
krAmayeyAtAm,kram,,,3,d,opt,atma,caus
krAmayeyATAm,kram,,,2,d,opt,atma,caus
krAmayeyur,kram,,,3,p,opt,para,caus
krAmayeran,kram,,,3,p,opt,atma,caus
krAmayeva,kram,,,1,d,opt,para,caus
krAmayevahi,kram,,,1,d,opt,atma,caus
krAmayes,kram,,,2,s,opt,para,caus
krAmayE,kram,,,1,s,impv,atma,caus
krAmasi,kram,,1,2,s,pres,para,
krAmase,kram,,1,2,s,pres,atma,
krAmasva,kram,,1,2,s,impv,atma,
krAmARi,kram,,1,1,s,impv,para,
krAmAma,kram,,1,1,p,impv,para,
krAmAmas,kram,,1,1,p,pres,para,
krAmAmahe,kram,,1,1,p,pres,atma,
krAmAmahE,kram,,1,1,p,impv,atma,
krAmAmi,kram,,1,1,s,pres,para,
krAmAva,kram,,1,1,d,impv,para,
krAmAvas,kram,,1,1,d,pres,para,
krAmAvahe,kram,,1,1,d,pres,atma,
krAmAvahE,kram,,1,1,d,impv,atma,
krAme,kram,,1,1,s,pres,atma,
krAmet,kram,,1,3,s,opt,para,
krAmeta,kram,,1,3,s,opt,atma,
krAmetam,kram,,1,2,d,opt,para,
krAmetAm,kram,,1,3,d,impv,atma,
krAmete,kram,,1,3,d,pres,atma,
krAmeTAm,kram,,1,2,d,impv,atma,
krAmeTAs,kram,,1,2,s,opt,atma,
krAmeTe,kram,,1,2,d,pres,atma,
krAmeDvam,kram,,1,2,p,opt,atma,
krAmema,kram,,1,1,p,opt,para,
krAmemahi,kram,,1,1,p,opt,atma,
krAmeya,kram,,1,1,s,opt,atma,
krAmeyam,kram,,1,1,s,opt,para,
krAmeyAtAm,kram,,1,3,d,opt,atma,
krAmeyATAm,kram,,1,2,d,opt,atma,
krAmeyur,kram,,1,3,p,opt,para,
krAmeran,kram,,1,3,p,opt,atma,
krAmeva,kram,,1,1,d,opt,para,
krAmevahi,kram,,1,1,d,opt,atma,
krAmes,kram,,1,2,s,opt,para,
krAmE,kram,,1,1,s,impv,atma,
krAmyatAm,kram,,,3,s,impv,pass,caus
krAmyate,kram,,,3,s,pres,pass,caus
krAmyaDvam,kram,,,2,p,impv,pass,caus
krAmyaDve,kram,,,2,p,pres,pass,caus
krAmyantAm,kram,,,3,p,impv,pass,caus
krAmyante,kram,,,3,p,pres,pass,caus
krAmyase,kram,,,2,s,pres,pass,caus
krAmyasva,kram,,,2,s,impv,pass,caus
krAmyAmahe,kram,,,1,p,pres,pass,caus
krAmyAmahE,kram,,,1,p,impv,pass,caus
krAmyAvahe,kram,,,1,d,pres,pass,caus
krAmyAvahE,kram,,,1,d,impv,pass,caus
krAmye,kram,,,1,s,pres,pass,caus
krAmyeta,kram,,,3,s,opt,pass,caus
krAmyetAm,kram,,,3,d,impv,pass,caus
krAmyete,kram,,,3,d,pres,pass,caus
krAmyeTAm,kram,,,2,d,impv,pass,caus
krAmyeTAs,kram,,,2,s,opt,pass,caus
krAmyeTe,kram,,,2,d,pres,pass,caus
krAmyeDvam,kram,,,2,p,opt,pass,caus
krAmyemahi,kram,,,1,p,opt,pass,caus
krAmyeya,kram,,,1,s,opt,pass,caus
krAmyeyAtAm,kram,,,3,d,opt,pass,caus
krAmyeyATAm,kram,,,2,d,opt,pass,caus
krAmyeran,kram,,,3,p,opt,pass,caus
krAmyevahi,kram,,,1,d,opt,pass,caus
krAmyE,kram,,,1,s,impv,pass,caus
kri,kf,1,,1,s,inj,atma,
kriyatAm,kf,1,,3,s,impv,pass,
kriyate,kf,1,,3,s,pres,pass,
kriyaDvam,kf,1,,2,p,impv,pass,
kriyaDve,kf,1,,2,p,pres,pass,
kriyantAm,kf,1,,3,p,impv,pass,
kriyante,kf,1,,3,p,pres,pass,
kriyase,kf,1,,2,s,pres,pass,
kriyasva,kf,1,,2,s,impv,pass,
kriyAmahe,kf,1,,1,p,pres,pass,
kriyAmahE,kf,1,,1,p,impv,pass,
kriyAvahe,kf,1,,1,d,pres,pass,
kriyAvahE,kf,1,,1,d,impv,pass,
kriye,kf,1,,1,s,pres,pass,
kriyeta,kf,1,,3,s,opt,pass,
kriyetAm,kf,1,,3,d,impv,pass,
kriyete,kf,1,,3,d,pres,pass,
kriyeTAm,kf,1,,2,d,impv,pass,
kriyeTAs,kf,1,,2,s,opt,pass,
kriyeTe,kf,1,,2,d,pres,pass,
